"MP NAME";"WORK";"CATEGORY";"STATE";"CONSTITUENCY";"IDA";"CITY";"WARD";"BLOCK";"VILLAGE";"RECOMMENDED DATE";"ALLOCATION AMOUNT";"IDA APPROVAL";"STATUS";"HOUSE"
"Smt Rajashree Mallick ";"NA - Lighting of public spaces";"Normal/Others";"Odisha";"JAGATSINGHPUR(SC)";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"Biridi";"Sankharisahi";"2024-02-25";"150000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Saptagiri Sankar Ulaka";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Odisha";"KORAPUT(ST)";"District Collector Koraput_IDA";"";"";"Koraput";"Tola";"2024-02-25";"250000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Rajashree Mallick ";"NA - Construction of rooms and halls in school and colleges";"Normal/Others";"Odisha";"JAGATSINGHPUR(SC)";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"Biridi";"Talpatak";"2024-02-25";"200000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Rajashree Mallick ";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Odisha";"JAGATSINGHPUR(SC)";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"Biridi";"Sareisasan";"2024-02-25";"300000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Rajashree Mallick ";"NA - Lighting of public spaces";"Normal/Others";"Odisha";"JAGATSINGHPUR(SC)";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"Biridi";"Baredia";"2024-02-25";"100000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Rajashree Mallick ";"NA - Lighting of public spaces";"Normal/Others";"Odisha";"JAGATSINGHPUR(SC)";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"Biridi";"Dihasahibiri";"2024-02-25";"100000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Rajashree Mallick ";"NA - Lighting of public spaces";"Normal/Others";"Odisha";"JAGATSINGHPUR(SC)";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"Biridi";"Batimira";"2024-02-25";"150000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Rajashree Mallick ";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Odisha";"JAGATSINGHPUR(SC)";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"Biridi";"Sarasudha";"2024-02-25";"150000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Rajashree Mallick ";"NA - Construction of community centers and community halls";"Normal/Others";"Odisha";"JAGATSINGHPUR(SC)";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"Biridi";"Adhangamajurai";"2024-02-25";"300000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Rajashree Mallick ";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Odisha";"JAGATSINGHPUR(SC)";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"Biridi";"Sivapur";"2024-02-25";"200000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Rajashree Mallick ";"NA - Lighting of public spaces";"Normal/Others";"Odisha";"JAGATSINGHPUR(SC)";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"Biridi";"Baredia";"2024-02-25";"200000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Rajashree Mallick ";"NA - Construction of community centers and community halls";"Normal/Others";"Odisha";"JAGATSINGHPUR(SC)";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"Biridi";"Balia";"2024-02-25";"300000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Rajashree Mallick ";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Odisha";"JAGATSINGHPUR(SC)";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"Biridi";"Alipada";"2024-02-25";"300000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Rajashree Mallick ";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Odisha";"JAGATSINGHPUR(SC)";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"Biridi";"Manguli";"2024-02-25";"200000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Rajashree Mallick ";"NA - Construction of community centers and community halls";"Normal/Others";"Odisha";"JAGATSINGHPUR(SC)";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"Biridi";"Adhangagarha";"2024-02-25";"200000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Rajashree Mallick ";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Odisha";"JAGATSINGHPUR(SC)";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"Biridi";"Basandara";"2024-02-25";"200000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Rajashree Mallick ";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Odisha";"JAGATSINGHPUR(SC)";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"Biridi";"Nuagan";"2024-02-25";"150000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Rajashree Mallick ";"NA - Construction of community centers and community halls";"Normal/Others";"Odisha";"JAGATSINGHPUR(SC)";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"Biridi";"Maindipur";"2024-02-25";"400000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Girish Chandra";"NA - Lighting of public spaces";"Normal/Others";"Uttar Pradesh";"NAGINA(SC)";"DISTRICT MAGISTRATE BIJNOR_IDA";"Nagina";"Nagina (MB) - Ward No.3";"";"";"2024-02-25";"174000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Rajashree Mallick ";"NA - Construction of boundary walls of existing public and community buildings";"Normal/Others";"Odisha";"JAGATSINGHPUR(SC)";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"Biridi";"Daradasasan";"2024-02-25";"100000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Rajashree Mallick ";"NA - Lighting of public spaces";"Normal/Others";"Odisha";"JAGATSINGHPUR(SC)";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"Jagatsinghapur";"Badakorakor";"2024-02-25";"100000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Anurag Singh Thakur";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Himachal Pradesh";"HAMIRPUR_HP";"DEPUTY COMMISSIONER BILASPUR_IDA";"";"";"Ghumarwin";"Sandyar (234)";"2024-02-25";"100000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Anurag Singh Thakur";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Himachal Pradesh";"HAMIRPUR_HP";"DEPUTY COMMISSIOENR UNA_IDA";"";"";"Amb";"Sunhi (73)";"2024-02-25";"200000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Anurag Singh Thakur";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Himachal Pradesh";"HAMIRPUR_HP";"DEPUTY COMMISSIOENR UNA_IDA";"";"";"Bharwain";"Bhatehr Khas (13/1)";"2024-02-25";"200000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Anurag Singh Thakur";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Himachal Pradesh";"HAMIRPUR_HP";"DEPUTY COMMISSIOENR UNA_IDA";"";"";"Una";"Basal (194)";"2024-02-25";"200000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Anurag Singh Thakur";"NA - Construction of community centers and community halls";"Normal/Others";"Himachal Pradesh";"HAMIRPUR_HP";"DEPUTY COMMISSIOENR UNA_IDA";"";"";"Birhu Kalan";"Hatli (8/33)";"2024-02-25";"300000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Anurag Singh Thakur";"NA - Crematoriums or structures on burial/ cremation ground for public convenience";"Normal/Others";"Himachal Pradesh";"HAMIRPUR_HP";"DEPUTY COMMISSIONER MANDI_IDA";"";"";"Sarkaghat";"Sain (285)";"2024-02-25";"150000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Anurag Singh Thakur";"NA - Crematoriums or structures on burial/ cremation ground for public convenience";"Normal/Others";"Himachal Pradesh";"HAMIRPUR_HP";"DEPUTY COMMISSIONER MANDI_IDA";"";"";"Sarkaghat";"Gadhyani (277)";"2024-02-25";"100000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Anurag Singh Thakur";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Himachal Pradesh";"HAMIRPUR_HP";"DEPUTY COMMISSIONER MANDI_IDA";"";"";"Dharmpur";"Dhwali (93)";"2024-02-25";"20000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Anurag Singh Thakur";"NA - Construction of community centers and community halls";"Normal/Others";"Himachal Pradesh";"HAMIRPUR_HP";"DEPUTY COMMISSIONER MANDI_IDA";"";"";"Sarkaghat";"Langehar (379)";"2024-02-25";"150000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Rajashree Mallick ";"NA - Lighting of public spaces";"Normal/Others";"Odisha";"JAGATSINGHPUR(SC)";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"Jagatsinghapur";"Dondo";"2024-02-25";"100000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Rajashree Mallick ";"NA - Lighting of public spaces";"Normal/Others";"Odisha";"JAGATSINGHPUR(SC)";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"Jagatsinghapur";"Dondo";"2024-02-25";"100000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Rajashree Mallick ";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Odisha";"JAGATSINGHPUR(SC)";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"Jagatsinghapur";"Baragol";"2024-02-25";"300000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Rajashree Mallick ";"NA - Lighting of public spaces";"Normal/Others";"Odisha";"JAGATSINGHPUR(SC)";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"Jagatsinghapur";"Badakorakor";"2024-02-25";"100000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Rajashree Mallick ";"NA - Lighting of public spaces";"Normal/Others";"Odisha";"JAGATSINGHPUR(SC)";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"Biridi";"Basandara";"2024-02-25";"150000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Rajashree Mallick ";"NA - Construction of community centers and community halls";"Normal/Others";"Odisha";"JAGATSINGHPUR(SC)";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"Biridi";"Daradasasan";"2024-02-25";"100000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Rajashree Mallick ";"NA - Construction of community centers and community halls";"Normal/Others";"Odisha";"JAGATSINGHPUR(SC)";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"Biridi";"Alando";"2024-02-25";"200000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Rajashree Mallick ";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Odisha";"JAGATSINGHPUR(SC)";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"Biridi";"Ukundara";"2024-02-25";"200000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Vijay Kumar Hansdak";"NA - construction of staircase/ stair ghat for public convenience";"Normal/Others";"Jharkhand";"RAJMAHAL(ST)";"Deputy Commissioner Pakur_IDA";"";"";"Amrapara";"Dumarchir";"2024-02-25";"201000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Vijay Kumar Hansdak";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Jharkhand";"RAJMAHAL(ST)";"Deputy Commissioner Pakur_IDA";"";"";"Amrapara";"Malipara Paharia";"2024-02-25";"201000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Vijay Kumar Hansdak";"NA - Construction of boundary walls of existing public and community buildings";"Normal/Others";"Jharkhand";"RAJMAHAL(ST)";"Deputy Commissioner Pakur_IDA";"";"";"Amrapara";"Asankura";"2024-02-25";"250000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Vijay Kumar Hansdak";"NA - Construction of boundary walls of existing public and community buildings";"Normal/Others";"Jharkhand";"RAJMAHAL(ST)";"Deputy Commissioner Pakur_IDA";"";"";"Amrapara";"Amirjola";"2024-02-25";"201000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Vijay Kumar Hansdak";"NA - Construction of boundary walls of existing public and community buildings";"Normal/Others";"Jharkhand";"RAJMAHAL(ST)";"Deputy Commissioner Pakur_IDA";"";"";"Amrapara";"Bara Salghati";"2024-02-25";"201000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Vijay Kumar Hansdak";"NA - Construction of public irrigation facilities";"Normal/Others";"Jharkhand";"RAJMAHAL(ST)";"Deputy Commissioner Pakur_IDA";"";"";"Pakuria";"Bara Singpur";"2024-02-25";"201000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Vijay Kumar Hansdak";"NA - construction of staircase/ stair ghat for public convenience";"Normal/Others";"Jharkhand";"RAJMAHAL(ST)";"Deputy Commissioner Pakur_IDA";"";"";"Pakuria";"Solla";"2024-02-25";"201000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Rajashree Mallick ";"NA - Construction of community centers and community halls";"Normal/Others";"Odisha";"JAGATSINGHPUR(SC)";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"Biridi";"Hajipur";"2024-02-25";"300000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Rajashree Mallick ";"NA - Construction of community centers and community halls";"Normal/Others";"Odisha";"JAGATSINGHPUR(SC)";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"Biridi";"Barahpur";"2024-02-25";"200000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Rajashree Mallick ";"NA - Construction of community centers and community halls";"Normal/Others";"Odisha";"JAGATSINGHPUR(SC)";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"Biridi";"Daradasasan";"2024-02-25";"150000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Pramila Bisoyi ";"NA - Construction of community centers and community halls";"Normal/Others";"Odisha";"ASKA";"DISTRICT COLLECTOR GANJAM_IDA";"";"";"Patapur";"Jeura";"2024-02-25";"700000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Pramila Bisoyi ";"NA - Construction of community centers and community halls";"Normal/Others";"Odisha";"ASKA";"DISTRICT COLLECTOR GANJAM_IDA";"";"";"Patapur";"Gudiapatana";"2024-02-25";"400000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Shri Sant Balbir Singh";"NA - Construction of community centers and community halls";"Normal/Others";"Punjab";"Sitting Rajya Sabha";"DEPUTY COMMISSIONER SANGRUR_IDA";"";"";"Moonak";"Dudian (94)";"2024-02-25";"500000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Pramila Bisoyi ";"NA - Construction of community centers and community halls";"Normal/Others";"Odisha";"ASKA";"DISTRICT COLLECTOR GANJAM_IDA";"";"";"Purusottampur";"Raipur";"2024-02-25";"500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Hemant Tukaram Godse";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Maharashtra";"NASHIK";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Sinnar";"Aundhewadi";"2024-02-25";"993000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Hemant Tukaram Godse";"NA - Construction of culverts and bridges";"Normal/Others";"Maharashtra";"NASHIK";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Sinnar";"Manori";"2024-02-25";"994000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Hemant Tukaram Godse";"NA - Street lights";"Normal/Others";"Maharashtra";"NASHIK";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Igatpuri";"Modale";"2024-02-25";"998000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Hemant Tukaram Godse";"NA - Crematoriums or structures on burial/ cremation ground for public convenience";"Normal/Others";"Maharashtra";"NASHIK";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Sinnar";"Somthane";"2024-02-25";"992000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Hemant Tukaram Godse";"NA - Construction of community centers and community halls";"Normal/Others";"Maharashtra";"NASHIK";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Igatpuri";"Waghere";"2024-02-25";"1491000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Hemant Tukaram Godse";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Maharashtra";"NASHIK";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Nashik";"Belgaon Dhaga";"2024-02-25";"994000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Hemant Tukaram Godse";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Maharashtra";"NASHIK";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Sinnar";"Pangari Kh";"2024-02-25";"1491000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Vinayak Bhaurao Raut";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Maharashtra";"RATNAGIRI-SINDHUDURG";"DISTRICT COLLECTOR SINDHUDURG_IDA";"";"";"Kankavli";"Bhiravande";"2024-02-25";"987000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Hemant Tukaram Godse";"NA - Construction of community centers and community halls";"Normal/Others";"Maharashtra";"NASHIK";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Sinnar";"Dodi Bk.";"2024-02-25";"994000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Vinayak Bhaurao Raut";"NA - Construction of community centers and community halls";"Normal/Others";"Maharashtra";"RATNAGIRI-SINDHUDURG";"DISTRICT COLLECTOR SINDHUDURG_IDA";"";"";"Dodamarg";"Mangeli";"2024-02-25";"2000000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Vinayak Bhaurao Raut";"NA - Construction of flood control embankments";"Normal/Others";"Maharashtra";"RATNAGIRI-SINDHUDURG";"DISTRICT COLLECTOR SINDHUDURG_IDA";"";"";"Dodamarg";"Konal";"2024-02-25";"1000000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Vinayak Bhaurao Raut";"NA - Construction of community centers and community halls";"Normal/Others";"Maharashtra";"RATNAGIRI-SINDHUDURG";"DISTRICT COLLECTOR SINDHUDURG_IDA";"";"";"Dodamarg";"Ker";"2024-02-25";"500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Girish Chandra";"NA - Lighting of public spaces";"Normal/Others";"Uttar Pradesh";"NAGINA(SC)";"DISTRICT MAGISTRATE BIJNOR_IDA";"Nagina";"Nagina (MB) - Ward No.1";"";"";"2024-02-25";"174000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Shyam Singh Yadav ";"NA - Lighting of public spaces";"Normal/Others";"Uttar Pradesh";"JAUNPUR";"DISTRICT MAGISTRATE JAUNPUR_IDA";"Jaunpur";"Husenabad - Ward No.8";"";"";"2024-02-25";"1750000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Shyam Singh Yadav ";"NA - Lighting of public spaces";"Normal/Others";"Uttar Pradesh";"JAUNPUR";"DISTRICT MAGISTRATE JAUNPUR_IDA";"Jaunpur";"Husenabad - Ward No.8";"";"";"2024-02-25";"240000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Hemant Tukaram Godse";"NA - Construction of community centers and community halls";"Normal/Others";"Maharashtra";"NASHIK";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Igatpuri";"Titoli";"2024-02-25";"994000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Hemant Tukaram Godse";"NA - Construction of community centers and community halls";"Normal/Others";"Maharashtra";"NASHIK";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Sinnar";"Pathare Bk.";"2024-02-25";"992000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Ram Shiromani";"NA - Construction of night shelters for homeless";"Normal/Others";"Uttar Pradesh";"SHRAWASTI";"DISTRICT MAGISTRATE BALRAMPUR_IDA";"Balrampur";"Balrampur (MB) - Ward No.10";"";"";"2024-02-25";"338618";"Action Pending";"Unsanctioned";"Lok Sabha"
"Hemant Tukaram Godse";"NA - Crematoriums or structures on burial/ cremation ground for public convenience";"Normal/Others";"Maharashtra";"NASHIK";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Sinnar";"Pandhurli";"2024-02-25";"697000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Girish Chandra";"NA - Lighting of public spaces";"Normal/Others";"Uttar Pradesh";"NAGINA(SC)";"DISTRICT MAGISTRATE BIJNOR_IDA";"Nagina";"Nagina (MB) - Ward No.4";"";"";"2024-02-25";"174000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Girish Chandra";"NA - Lighting of public spaces";"Normal/Others";"Uttar Pradesh";"NAGINA(SC)";"DISTRICT MAGISTRATE BIJNOR_IDA";"Nagina";"Nagina (MB) - Ward No.5";"";"";"2024-02-25";"174000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Rajveer Raju Bhaiya Singh";"NA - Construction of bus-sheds or bus-stops";"Normal/Others";"Uttar Pradesh";"ETAH";"DISTRICT MAGISTRATE KASGANJ KANSHIRAMNAGAR_IDA";"Soron";"Soron (MB) - Ward No.1";"";"";"2024-02-25";"538600";"Action Pending";"Unsanctioned";"Lok Sabha"
"Vinayak Bhaurao Raut";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Maharashtra";"RATNAGIRI-SINDHUDURG";"DISTRICT COLLECTOR SINDHUDURG_IDA";"";"";"Kankavli";"Satral";"2024-02-25";"999000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Vinayak Bhaurao Raut";"NA - Construction of water tanks";"Normal/Others";"Maharashtra";"RATNAGIRI-SINDHUDURG";"DISTRICT COLLECTOR SINDHUDURG_IDA";"";"";"Vengurla";"Palkarwadi";"2024-02-25";"200000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Hemant Tukaram Godse";"NA - Crematoriums or structures on burial/ cremation ground for public convenience";"Normal/Others";"Maharashtra";"NASHIK";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Sinnar";"Paste";"2024-02-25";"195800";"Action Pending";"Unsanctioned";"Lok Sabha"
"Heena Vijaykumar Gavit";"NA - Construction of community centers and community halls";"Normal/Others";"Maharashtra";"NANDURBAR(ST)";"DISTRICT COLLECTOR NANDURBAR_IDA";"";"";"Nandurbar";"Dudhale";"2024-02-25";"1000000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Hemant Tukaram Godse";"NA - Construction of community centers and community halls";"Normal/Others";"Maharashtra";"NASHIK";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Igatpuri";"Manjargaon";"2024-02-25";"989000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Hemant Tukaram Godse";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Maharashtra";"NASHIK";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Sinnar";"Pandhurli";"2024-02-25";"700000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Heena Vijaykumar Gavit";"NA - Construction of community centers and community halls";"Normal/Others";"Maharashtra";"NANDURBAR(ST)";"DISTRICT COLLECTOR DHULE_IDA";"";"";"Sakri";"Khori";"2024-02-25";"1000000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Hemant Tukaram Godse";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Maharashtra";"NASHIK";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Igatpuri";"Pimparisaddroddin";"2024-02-25";"995000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Heena Vijaykumar Gavit";"NA - Construction of community centers and community halls";"Normal/Others";"Maharashtra";"NANDURBAR(ST)";"DISTRICT COLLECTOR NANDURBAR_IDA";"";"";"Akkalkuwa";"Korai";"2024-02-25";"3500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Hemant Tukaram Godse";"NA - Street lights";"Normal/Others";"Maharashtra";"NASHIK";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Igatpuri";"Pimpalgaon Mor";"2024-02-25";"248000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Hemant Tukaram Godse";"NA - Street lights";"Normal/Others";"Maharashtra";"NASHIK";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Igatpuri";"Takeghoti";"2024-02-25";"248000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Sonia Gandhi";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"RAE BARELI";"DISTRICT MAGISTRATE RAE BARELI_IDA";"Rae Bareli";"Rae Bareli (MB) - Ward No.18";"";"";"2024-02-25";"48790";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Mangal Suresh Angadi";"NA - Construction of buildings for community cultural activities";"Normal/Others";"Karnataka";"BELGAUM";"DEPUTY COMMISSIONER BELGAUM_IDA";"Bail Hongal";"Bail Hongal (TMC) - Ward No.13";"";"";"2024-02-25";"500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Pramila Bisoyi ";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Odisha";"ASKA";"DISTRICT COLLECTOR GANJAM_IDA";"";"";"Patapur";"Pudamari";"2024-02-25";"240000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Pramila Bisoyi ";"NA - Construction of community centers and community halls";"Normal/Others";"Odisha";"ASKA";"DISTRICT COLLECTOR GANJAM_IDA";"Hinjilicut";"9";"";"";"2024-02-25";"2000000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Pramila Bisoyi ";"NA - Construction of community centers and community halls";"Normal/Others";"Odisha";"ASKA";"DISTRICT COLLECTOR GANJAM_IDA";"";"";"Asika";"Charamaria";"2024-02-25";"900000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Pramila Bisoyi ";"NA - Construction of community centers and community halls";"Normal/Others";"Odisha";"ASKA";"DISTRICT COLLECTOR GANJAM_IDA";"Kavisurjyanagar";"Kavisurjyanagar (Nac) - Ward No.16";"";"";"2024-02-25";"400000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Pramila Bisoyi ";"NA - Construction of community centers and community halls";"Normal/Others";"Odisha";"ASKA";"DISTRICT COLLECTOR GANJAM_IDA";"Kavisurjyanagar";"Kavisurjyanagar (Nac) - Ward No.17";"";"";"2024-02-25";"300000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Pramila Bisoyi ";"NA - Construction of community centers and community halls";"Normal/Others";"Odisha";"ASKA";"DISTRICT COLLECTOR GANJAM_IDA";"Kavisurjyanagar";"Kavisurjyanagar (Nac) - Ward No.7";"";"";"2024-02-25";"300000";"Action Pending";"Unsanctioned";"Lok Sabha"
