"MP NAME";"WORK";"CATEGORY";"STATE";"CONSTITUENCY";"IDA";"CITY";"WARD";"BLOCK";"VILLAGE";"RECOMMENDED DATE";"ALLOCATION AMOUNT";"IDA APPROVAL";"STATUS";"HOUSE"
"Kani K Navas";"NA - Construction of bus-sheds or bus-stops";"Normal/Others";"Tamil Nadu";"RAMANATHAPURAM";"DISTRICT COLLECTOR RAMANATHAPURAM_IDA";"";"";"Paramakudi";"S.Andakkudi";"2024-03-03";"800000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Kani K Navas";"NA - Lighting of public spaces";"Normal/Others";"Tamil Nadu";"RAMANATHAPURAM";"DISTRICT COLLECTOR RAMANATHAPURAM_IDA";"";"";"Paramakudi";"Melaparthibanur (Ct)";"2024-03-03";"430000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Kani K Navas";"NA - Lighting of public spaces";"Normal/Others";"Tamil Nadu";"RAMANATHAPURAM";"DISTRICT COLLECTOR RAMANATHAPURAM_IDA";"";"";"Paramakudi";"Pambur";"2024-03-03";"430000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Kani K Navas";"NA - Lighting of public spaces";"Normal/Others";"Tamil Nadu";"RAMANATHAPURAM";"DISTRICT COLLECTOR RAMANATHAPURAM_IDA";"";"";"Ramanathapuram";"Pandamangalam";"2024-03-03";"430000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Kani K Navas";"NA - Lighting of public spaces";"Normal/Others";"Tamil Nadu";"RAMANATHAPURAM";"DISTRICT COLLECTOR RAMANATHAPURAM_IDA";"";"";"Ramanathapuram";"Sakkarakottai (Ct)";"2024-03-03";"430000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Kani K Navas";"NA - Lighting of public spaces";"Normal/Others";"Tamil Nadu";"RAMANATHAPURAM";"DISTRICT COLLECTOR RAMANATHAPURAM_IDA";"";"";"Ramanathapuram";"Kusavankudi";"2024-03-03";"430000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Kani K Navas";"NA - Lighting of public spaces";"Normal/Others";"Tamil Nadu";"RAMANATHAPURAM";"DISTRICT COLLECTOR RAMANATHAPURAM_IDA";"";"";"Rajasingamangalam";"Ariyankottai";"2024-03-03";"430000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Kani K Navas";"NA - Lighting of public spaces";"Normal/Others";"Tamil Nadu";"RAMANATHAPURAM";"DISTRICT COLLECTOR RAMANATHAPURAM_IDA";"";"";"Rajasingamangalam";"Sholandur";"2024-03-03";"430000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Kani K Navas";"NA - Construction of bus-sheds or bus-stops";"Normal/Others";"Tamil Nadu";"RAMANATHAPURAM";"DISTRICT COLLECTOR RAMANATHAPURAM_IDA";"";"";"Rajasingamangalam";"Tiruppalaikkudi";"2024-03-03";"700000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Kani K Navas";"NA - Lighting of public spaces";"Normal/Others";"Tamil Nadu";"RAMANATHAPURAM";"DISTRICT COLLECTOR RAMANATHAPURAM_IDA";"";"";"Rajasingamangalam";"Thumbadakkakottai";"2024-03-03";"430000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Kani K Navas";"NA - Lighting of public spaces";"Normal/Others";"Tamil Nadu";"RAMANATHAPURAM";"DISTRICT COLLECTOR RAMANATHAPURAM_IDA";"";"";"Kilakarai";"Kalimankundu";"2024-03-03";"430000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Kani K Navas";"NA - Lighting of public spaces";"Normal/Others";"Tamil Nadu";"RAMANATHAPURAM";"DISTRICT COLLECTOR RAMANATHAPURAM_IDA";"";"";"Kilakarai";"Kulapatham";"2024-03-03";"430000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Kani K Navas";"NA - Lighting of public spaces";"Normal/Others";"Tamil Nadu";"RAMANATHAPURAM";"DISTRICT COLLECTOR RAMANATHAPURAM_IDA";"";"";"Kilakarai";"Mallal";"2024-03-03";"430000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Kani K Navas";"NA - Construction of New Building";"Normal/Others";"Tamil Nadu";"RAMANATHAPURAM";"DISTRICT COLLECTOR RAMANATHAPURAM_IDA";"";"";"Kilakarai";"Vannankundu";"2024-03-03";"1500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Kani K Navas";"NA - Lighting of public spaces";"Normal/Others";"Tamil Nadu";"RAMANATHAPURAM";"DISTRICT COLLECTOR RAMANATHAPURAM_IDA";"";"";"Tiruvadanai";"Nambuthalai";"2024-03-03";"430000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Kani K Navas";"NA - Lighting of public spaces";"Normal/Others";"Tamil Nadu";"RAMANATHAPURAM";"DISTRICT COLLECTOR RAMANATHAPURAM_IDA";"";"";"Tiruvadanai";"Pattamangalam";"2024-03-03";"430000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Kani K Navas";"NA - Lighting of public spaces";"Normal/Others";"Tamil Nadu";"RAMANATHAPURAM";"DISTRICT COLLECTOR RAMANATHAPURAM_IDA";"";"";"Tiruvadanai";"Pudupattinam";"2024-03-03";"430000";"Action Pending";"Unsanctioned";"Lok Sabha"
"P Raveendranath Kumar";"NA - Street lights";"Normal/Others";"Tamil Nadu";"THENI";"DISTRICT COLLECTOR THENI_IDA";"Bodinayakanur";"Bodinayakanur (M) - Ward No.9";"";"";"2024-03-03";"650000";"Action Pending";"Unsanctioned";"Lok Sabha"
"P Raveendranath Kumar";"NA - Construction of flood control embankments";"Normal/Others";"Tamil Nadu";"THENI";"DISTRICT COLLECTOR THENI_IDA";"";"";"Periyakulam";"Keelavadagarai";"2024-03-03";"1000000";"Action Pending";"Unsanctioned";"Lok Sabha"
"P Raveendranath Kumar";"NA - Construction of flood control embankments";"Normal/Others";"Tamil Nadu";"THENI";"DISTRICT COLLECTOR THENI_IDA";"";"";"Periyakulam";"Keelavadagarai";"2024-03-03";"1000000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Dr Ashok Bajpai";"WS/MP179/2023-2024/119588 - Development of public parks";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRAE LUCKNOW_IDA";"Lucknow";"Lucknow (M Corp.) - Ward No.1";"";"";"2024-03-03";"289000";"Approved by IDA";"Unsanctioned";"Rajya Sabha"
"Sunil Dattatray Tatkare";"NA - Construction of community centers and community halls";"Normal/Others";"Maharashtra";"RAIGAD";"District Collector Ratnagiri_IDA";"";"";"Khed";"Posare Kh.";"2024-03-03";"800000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Sunil Dattatray Tatkare";"NA - Construction of community centers and community halls";"Normal/Others";"Maharashtra";"RAIGAD";"District Collector Ratnagiri_IDA";"";"";"Khed";"Shiv Kh.";"2024-03-03";"700000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Mohammad Akbar Lone";"NA - Installing tube-wells and borewells";"Normal/Others";"Jammu And Kashmir";"BARAMULLAH";"Deputy Commissioner Bandipora_IDA";"";"";"Sonawari";"Hilalabad";"2024-03-03";"275000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Mohammad Akbar Lone";"NA - Street lights";"Normal/Others";"Jammu And Kashmir";"BARAMULLAH";"Deputy Commissioner Bandipora_IDA";"";"";"Hajin";"Gund I Prang";"2024-03-03";"100000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Mohammad Akbar Lone";"NA - Street lights";"Normal/Others";"Jammu And Kashmir";"BARAMULLAH";"Deputy Commissioner Bandipora_IDA";"";"";"Hajin";"Naidkhai";"2024-03-03";"100000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Sunil Dattatray Tatkare";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Maharashtra";"RAIGAD";"District Collector Ratnagiri_IDA";"";"";"Dapoli";"Kangavai";"2024-03-03";"1000000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Bharti Pravin Pawar";"NA - Construction of community centers and community halls";"Normal/Others";"Maharashtra";"DINDORI(ST)";"DISTRICT COLLECTOR NASHIK_IDA";"Dindori";"Dindori (Mu Cl) - Ward No.04";"";"";"2024-03-03";"1494000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Bharti Pravin Pawar";"NA - Construction of community centers and community halls";"Normal/Others";"Maharashtra";"DINDORI(ST)";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Nandgaon";"Amode";"2024-03-03";"997000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Bharti Pravin Pawar";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Maharashtra";"DINDORI(ST)";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Nandgaon";"Wakhari";"2024-03-03";"998000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Bharti Pravin Pawar";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Maharashtra";"DINDORI(ST)";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Yevla";"Nagde";"2024-03-03";"900000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Guman Singh Damor";"NA - Development of public parks";"Normal/Others";"Madhya Pradesh";"RATLAM(ST)";"District Collector Alirajpur_IDA";"Jobat";"Jawaharlal Nehru Ward";"";"";"2024-03-03";"500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Bharti Pravin Pawar";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Maharashtra";"DINDORI(ST)";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Yevla";"Mamdapur";"2024-03-03";"500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Shivkumar Chanabasappa Udasi";"NA - Construction of additional rooms and halls in the existing public and community building";"Normal/Others";"Karnataka";"HAVERI";"DEPUTY COMMISSIONER HAVERI_IDA";"";"";"Ranibennur";"Hirebidari";"2024-03-03";"500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Shivkumar Chanabasappa Udasi";"NA - Construction of additional rooms and halls in the existing public and community building";"Normal/Others";"Karnataka";"HAVERI";"DEPUTY COMMISSIONER HAVERI_IDA";"";"";"Savanur";"Jallapur";"2024-03-03";"500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Dr Ashok Bajpai";"NA - Construction of rooms and halls in school and colleges";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE SANT KABIR NAGAR_IDA";"";"";"Mehdawal";"Khajuria";"2024-03-03";"500000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"SHRI K R Suresh Reddy";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Telangana";"Sitting Rajya Sabha";"District Collector Warangal_IDA";"";"";"Chennaraopet";"Chennaraopet";"2024-03-03";"500000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Bharti Pravin Pawar";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Maharashtra";"DINDORI(ST)";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Yevla";"Rajapur";"2024-03-03";"1000000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Bharti Pravin Pawar";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Maharashtra";"DINDORI(ST)";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Deola";"Vithewadi";"2024-03-03";"994000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Bharti Pravin Pawar";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Maharashtra";"DINDORI(ST)";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Kalwan";"Bhusani";"2024-03-03";"995000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Bharti Pravin Pawar";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Maharashtra";"DINDORI(ST)";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Kalwan";"Bhadvan";"2024-03-03";"994000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Bharti Pravin Pawar";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Maharashtra";"DINDORI(ST)";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Kalwan";"Bagadu";"2024-03-03";"995000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Bharti Pravin Pawar";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Maharashtra";"DINDORI(ST)";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Kalwan";"Pilakos";"2024-03-03";"994000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Bharti Pravin Pawar";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Maharashtra";"DINDORI(ST)";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Kalwan";"Nakode";"2024-03-03";"995000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Shivkumar Chanabasappa Udasi";"NA - Construction of bus-sheds or bus-stops";"Normal/Others";"Karnataka";"HAVERI";"DEPUTY COMMISSIONER HAVERI_IDA";"";"";"Ranibennur";"Sunakalbidari";"2024-03-03";"500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Shivkumar Chanabasappa Udasi";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Karnataka";"HAVERI";"DEPUTY COMMISSIONER HAVERI_IDA";"";"";"Savanur";"Kalakoti";"2024-03-03";"300000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Shivkumar Chanabasappa Udasi";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Karnataka";"HAVERI";"DEPUTY COMMISSIONER HAVERI_IDA";"";"";"Haveri";"Konana Tambigi";"2024-03-03";"500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Shivkumar Chanabasappa Udasi";"NA - Construction of additional rooms and halls in the existing public and community building";"Normal/Others";"Karnataka";"HAVERI";"DEPUTY COMMISSIONER HAVERI_IDA";"";"";"Haveri";"Karjagi";"2024-03-03";"500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Shivkumar Chanabasappa Udasi";"NA - Lighting of public spaces";"Normal/Others";"Karnataka";"HAVERI";"DEPUTY COMMISSIONER HAVERI_IDA";"";"";"Ranibennur";"Kajjari";"2024-03-03";"300000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Shivkumar Chanabasappa Udasi";"NA - Construction of additional rooms and halls in the existing public and community building";"Normal/Others";"Karnataka";"HAVERI";"DEPUTY COMMISSIONER HAVERI_IDA";"";"";"Ranibennur";"Yellapur T.Honnatti";"2024-03-03";"300000";"Action Pending";"Unsanctioned";"Lok Sabha"
"SHRI K R Suresh Reddy";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Telangana";"Sitting Rajya Sabha";"District Collector Warangal_IDA";"";"";"Chennaraopet";"Chennaraopet";"2024-03-03";"500000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Gaddam Ranjith Reddy";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Telangana";"CHELVELLA";"DISTRICT COLLECTOR RANGAREDDY_IDA";"";"";"Chevella";"Chevella";"2024-03-03";"1000000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Kani K Navas";"NA - Lighting of public spaces";"Normal/Others";"Tamil Nadu";"RAMANATHAPURAM";"DISTRICT COLLECTOR RAMANATHAPURAM_IDA";"";"";"Tiruvadanai";"Tiruvetriyur";"2024-03-03";"430000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Kani K Navas";"NA - Purchase of furniture and fixtures for educational purposes";"Normal/Others";"Tamil Nadu";"RAMANATHAPURAM";"DISTRICT COLLECTOR RAMANATHAPURAM_IDA";"Mandapam";"Mandapam (TP) - Ward No.1";"";"";"2024-03-03";"99000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Bharti Pravin Pawar";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Maharashtra";"DINDORI(ST)";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Dindori";"Jaulakevani";"2024-03-03";"1493000";"Action Pending";"Unsanctioned";"Lok Sabha"
"SHRI K R Suresh Reddy";"NA - Construction of public irrigation facilities";"Normal/Others";"Telangana";"Sitting Rajya Sabha";"DISTRICT COLLECTOR NIZAMABAD_IDA";"";"";"Bheemgal";"Bejjora";"2024-03-03";"1500000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"SHRI K R Suresh Reddy";"NA - Construction of community centers and community halls";"Normal/Others";"Telangana";"Sitting Rajya Sabha";"DISTRICT COLLECTOR NIZAMABAD_IDA";"";"";"Mugpal";"Borgaon (P)";"2024-03-03";"1500000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Alok Kumar Suman";"NA - Purchase of IT systems, including hardware and software for educational purposes";"Normal/Others";"Bihar";"GOPALGANJ (SC)";"DISTRICT PLANNING OFFICER GOPALGANJ_IDA";"";"";"Kuchaikote";"Bikrampur";"2024-03-03";"250000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Alok Kumar Suman";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Bihar";"GOPALGANJ (SC)";"DISTRICT PLANNING OFFICER GOPALGANJ_IDA";"";"";"Uchkagaon";"Sankhe Khas";"2024-03-03";"300000";"Action Pending";"Unsanctioned";"Lok Sabha"
"SHRI K R Suresh Reddy";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Telangana";"Sitting Rajya Sabha";"District Collector Warangal_IDA";"";"";"Chennaraopet";"Chennaraopet";"2024-03-03";"500000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Shivkumar Chanabasappa Udasi";"NA - Construction of community centers and community halls";"Normal/Others";"Karnataka";"HAVERI";"DEPUTY COMMISSIONER HAVERI_IDA";"";"";"Ranibennur";"Karur";"2024-03-03";"500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Bharti Pravin Pawar";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Maharashtra";"DINDORI(ST)";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Dindori";"Umrale Bk.";"2024-03-03";"995000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Kani K Navas";"NA - Installing community drinking water plants";"Normal/Others";"Tamil Nadu";"RAMANATHAPURAM";"DISTRICT COLLECTOR RAMANATHAPURAM_IDA";"Mudukulathur";"Mudukulathur (TP) - Ward No.1";"";"";"2024-03-03";"600000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Bharti Pravin Pawar";"NA - Crematoriums or structures on burial/ cremation ground for public convenience";"Normal/Others";"Maharashtra";"DINDORI(ST)";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Peth";"Borwath";"2024-03-03";"994000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Bharti Pravin Pawar";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Maharashtra";"DINDORI(ST)";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Malegaon";"Malagaon";"2024-03-03";"994000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Bharti Pravin Pawar";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Maharashtra";"DINDORI(ST)";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Surgana";"Hadkaichond";"2024-03-03";"992000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Bharti Pravin Pawar";"NA - Construction of community centers and community halls";"Normal/Others";"Maharashtra";"DINDORI(ST)";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Kalwan";"Sptashrungi Gad";"2024-03-03";"1488000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Bharti Pravin Pawar";"NA - Street lights";"Normal/Others";"Maharashtra";"DINDORI(ST)";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Malegaon";"Sherul";"2024-03-03";"500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Kuruva Gorantla Madhav";"NA - Crematoriums or structures on burial/ cremation ground for public convenience";"Normal/Others";"Andhra Pradesh";"HINDUPUR";"DISTRICT COLLECTOR SRI SATHYA SAI_IDA";"";"";"Tadimarri";"Kunukuntla";"2024-03-03";"500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Shivkumar Chanabasappa Udasi";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Karnataka";"HAVERI";"DEPUTY COMMISSIONER HAVERI_IDA";"Hirekerur";"Hirekerur (TP) - Ward No.8";"";"";"2024-03-03";"500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Shivkumar Chanabasappa Udasi";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Karnataka";"HAVERI";"DEPUTY COMMISSIONER HAVERI_IDA";"Haveri";"Haveri (Cmc) - Ward No.1";"";"";"2024-03-03";"500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Shivkumar Chanabasappa Udasi";"NA - Lighting of public spaces";"Normal/Others";"Karnataka";"HAVERI";"DEPUTY COMMISSIONER HAVERI_IDA";"Ranibennur";"Ranibennur (Cmc) - Ward No.22";"";"";"2024-03-03";"500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Shivkumar Chanabasappa Udasi";"NA - Construction of additional rooms and halls in the existing public and community building";"Normal/Others";"Karnataka";"HAVERI";"DEPUTY COMMISSIONER HAVERI_IDA";"Haveri";"Haveri (Cmc) - Ward No.7";"";"";"2024-03-03";"500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Shivkumar Chanabasappa Udasi";"NA - Lighting of public spaces";"Normal/Others";"Karnataka";"HAVERI";"DEPUTY COMMISSIONER HAVERI_IDA";"";"";"Ranibennur";"Nagenahalli";"2024-03-03";"500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Shivkumar Chanabasappa Udasi";"NA - Lighting of public spaces";"Normal/Others";"Karnataka";"HAVERI";"DEPUTY COMMISSIONER HAVERI_IDA";"";"";"Ranibennur";"Danoagihalli (Dandigihalli)";"2024-03-03";"500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Shivkumar Chanabasappa Udasi";"NA - Installing community drinking water plants";"Normal/Others";"Karnataka";"HAVERI";"DEPUTY COMMISSIONER HAVERI_IDA";"";"";"Savanur";"Kalasur";"2024-03-03";"200000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Shivkumar Chanabasappa Udasi";"NA - Construction of additional rooms and halls in the existing public and community building";"Normal/Others";"Karnataka";"HAVERI";"DEPUTY COMMISSIONER HAVERI_IDA";"";"";"Savanur";"Huvinshigli";"2024-03-03";"500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Shivkumar Chanabasappa Udasi";"NA - Construction of additional rooms and halls in the existing public and community building";"Normal/Others";"Karnataka";"HAVERI";"DEPUTY COMMISSIONER HAVERI_IDA";"";"";"Hangal";"Kalkeri";"2024-03-03";"500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Shivkumar Chanabasappa Udasi";"NA - Purchase of smart boards, visual display units and projectors";"Normal/Others";"Karnataka";"HAVERI";"DEPUTY COMMISSIONER HAVERI_IDA";"";"";"Byadgi";"Motebennur";"2024-03-03";"500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Dr Sikander Kumar";"NA - Lighting of public spaces";"Normal/Others";"Himachal Pradesh";"Sitting Rajya Sabha";"DEPUTY COMMISSIONER HAMIRPUR_IDA";"";"";"Kangoo";"Malag (26/20)";"2024-03-03";"32600";"Action Pending";"Unsanctioned";"Rajya Sabha"
